GGL	一
YFH	計
YNF	訊
YQY	訋
YAG	訌
YCY	訍
YGF	訏
YBN	訑
YKH	訓
MYF	訔
YMH	訕
YTA	託
YNN	記
UYD	訚
YWX	訛
YWV	訜
YAH	訝
YXH	訠
YRH	訢
YRR	訤
YMW	訥
YPQ	訦
YHG	訨
YYT	訪
YIT	訬
YWC	設
YGA	訮
YBY	訯
YGB	訰
YTF	許
YRY	訴
YLG	訵
YSK	訶
YSY	訹
YWE	診
YGH	証
HXY	訾
YHX	訿
YHK	詀
YDG	詁
YWF	詂
YYX	詃
YQA	詆
YMD	詇
LYF	詈
YKQ	詋
YXE	詏
YPX	詑
YCK	詒
YFC	詓
YVK	詔
YGU	評
YHC	詖
YMK	詗
YBM	詘
YDC	詙
YJG	詚
YEG	詛
YPS	詝
YNG	詡
YQJ	詢
YXJ	詣
YWN	詤
YAA	試
YFF	詩
YPT	詫
YRG	詬
YQD	詭
YFK	詰
YTD	話
YUG	詳
YOY	詸
QDW	詹
YTK	詻
YDO	詼
YBG	誀
YUA	誁
YQI	誂
YDI	誄
YRI	誅
YDF	誇
YGC	誈
YFN	誌
YVY	認
YQT	誑
YCT	誒
YTH	誕
YFP	誖
YTJ	誗
YGV	誙
YIE	誚
YVP	誛
YCW	誜
YGK	語
YDN	誠
YKG	誤
YTX	誨
YWK	說
YUK	説
YJS	課
YPF	誴
YRD	誵
YYW	誶
YMU	誷
YHD	誹
YSW	誺
YIJ	誻
YPE	誼
YEQ	誽
YMF	調
YRT	諀
YCC	諁
YQE	諂
YSS	諃
YOO	談
YTV	諉
YQO	諊
YGE	請
YQV	諍
YBC	諏
YWG	論
YPG	諚
YEW	諛
YAN	諜
YPL	諢
YMN	諣
YTG	諥
YGL	諫
YUQ	諮
YLN	諰
YSF	諲
YFM	諵
YFT	諸
YUT	諺
YAD	諾
YAF	謀
YJQ	謁
YLE	謂
YJT	謃
YQB	謅
YAY	謊
YOP	謎
YEH	謏
YEX	謑
YHA	謔
YLW	謖
YYU	謗
YUV	謙
YUW	謚
YAM	講
YDR	謜
YTM	謝
YQR	謠
YER	謡
YTL	謥
YYR	謧
YAJ	謨
YGM	謮
YLP	謰
YLV	謱
YXF	謴
YNR	謵
YGQ	謸
YAK	謹
YJL	謾
YFJ	謿
YUL	譄
YCN	譎
YUS	譐
YRL	譕
YAQ	譖
YUJ	識
YSJ	譚
YUO	譜
YXG	譝
YMA	譨
YEA	譭
YLF	譯
YFD	譳
YOG	譵
YAW	護
YUE	譾
YDH	譿
YFL	讀
YQM	讂
YLL	讄
YXX	變
YQK	讒
YYK	讓
YBE	讔
YBB	讘
YIP	讜
YYN	讠
YPJ	谉
GKU	豆
GEI	豕
UEU	豙
GEW	豛
GEC	豝
GEQ	豞
QKE	象
GEV	豤
GER	豨
GEN	豭
GED	豲
MGE	豳
ETY	豸
EQY	豹
EFT	豺
EVK	貂
EWS	貅
ETE	貈
EDJ	貊
ERQ	貌
EJF	貍
EAL	貓
ETL	貔
HMU	貞
CMU	貟
QMU	負
MFT	財
AMU	貢
AYM	貣
MBN	貤
WVM	貧
WXM	貨
MRC	販
XFM	貫
GMU	責
MPS	貯
ANM	貰
HXM	貲
AFM	貳
KHG	貴
CDM	貵
MTP	貶
LMU	買
MTG	貹
MKQ	貺
XJM	費
MCK	貽
EKM	賀
FAM	賁
MTK	賂
MYN	賅
UQW	資
SMU	賈
MTL	賉
MOF	賍
MDX	賎
MMY	賏
MWF	賒
PNM	賔
MGI	賕
MJQ	賜
MUK	賠
FLM	賣
MAA	賤
RRM	質
MDE	賬
MPL	賱
MUV	賺
MAM	購
PAW	賽
MMT	贁
MDY	贆
MUL	贈
MQD	贍
MVH	贐
MDN	贓
MFL	贖
MIP	贘
FWW	赍
FOU	赤
FOQ	赥
FOT	赦
FOJ	赨
FOF	赫
FHU	走
FUY	赱
FHH	赴
FHM	赸
FHR	赾
FHE	趄
FHV	超
FHG	越
FHJ	趕
FHI	趟
FHB	趣
FHP	趤
FHQ	趨
FHT	趲
KHU	足
KHW	趴
KHH	趾
KHR	跌
KHQ	跑
KHA	距
KHV	跟
KHD	跨
KHI	踏
KHJ	踢
KHE	踩
KHO	踱
KHC	踴
LRK	蹔
KHT	蹤
KHM	蹦
KHF	躊
KHS	躚
KHP	躥
TMD	身
LGH	車
LNN	軋
LVN	軌
PLJ	軍
LKF	軎
LGQ	軏
LDY	軑
LFH	軒
LVY	軔
LMH	軕
LGG	軖
LHC	軙
LDB	軛
LMW	軜
LQA	軝
LTF	軞
LQW	軟
LKQ	軦
LXE	軪
LWE	軫
LAG	軭
LGU	軯
LQN	軳
LDC	軷
LMG	軸
LKW	軹
LVK	軺
LSK	軻
LRW	軼
LAA	軾
LUA	軿
LDM	輀
AWL	輂
LYW	較
LIG	輄
LTE	輈
FLX	載
LGC	輊
LIE	輎
LSG	輏
LPF	輐
LBN	輒
LQK	輓
LGE	輔
LGV	輕
LEQ	輗
LBC	輙
LGM	輛
LVL	輜
LCC	輟
LJS	輠
LQE	輡
LJX	輥
LPH	輨
HDH	輩
LYK	輬
LKB	輯
LDW	輳
LJQ	輵
LUS	輶
LWG	輸
LTJ	輹
LJL	輼
LCD	輽
LNA	輾
ELG	輿
LLW	轀
LPD	轄
LON	轆
LGJ	轉
LLP	轋
LFV	轌
LYC	轍
LTD	轎
LNB	轏
LOG	轐
LDU	轑
LFA	轒
LTO	轓
LOQ	轔
LFD	轜
LAH	轞
LRX	轢
LDT	轣
LHA	轤
LAU	轥
LDG	轱
LTU	轷
UFJ	辛
DUF	辜
CKU	辝
THU	辠
UDE	辦
UDX	辮
UDY	辯
DFE	辱
EHU	辵
GPD	辷
BPE	辸
VPE	辺
FPK	辻
TYP	込
MPK	辿
GFP	迂
FNP	迃
TNP	迄
NFP	迅
BPV	迆
NPE	迉
EPD	迌
QBP	迎
DYP	迏
RPK	近
YWP	迒
RCP	返
GDP	迗
HKP	迠
NXP	迡
ANP	迣
MKP	迥
EKP	迦
JHP	迧
CKP	迨
MPD	迪
RPD	迫
YGP	迬
RWP	迭
QHP	迯
SYP	述
PXP	迱
FCP	迲
LKP	迴
OPI	迷
UAP	迸
QQP	迻
QJP	迿
VEP	退
UDP	送
QIP	逃
FBP	逇
TMK	逈
IEP	逍
TBP	透
GEP	逐
WGS	途
YPD	這
CEH	通
GKP	逜
RRP	逝
KGP	逞
TFK	造
CWT	逡
TDH	逢
LPK	連
AJP	逪
VIP	逮
MFK	週
WYP	進
TVP	逶
UEP	遂
HMP	遉
PLP	運
YNM	遍
MNM	過
NHF	遐
RGP	遑
NKA	違
RHA	遞
FKW	遠
JNP	遢
GMA	遭
OAO	遮
LVP	遱
SDN	遷
NNA	選
KKU	遻
DUJ	遼
RYT	邀
LGK	還
VLR	邋
KCB	邑
SBH	邒
NBH	邔
VKC	邕
MBH	邖
FBH	邗
GFB	邘
VBH	邚
ABH	邛
FWB	邞
WVB	邠
YBH	邡
GAB	邢
NGB	那
RBH	邤
DTB	邦
OBH	邩
QKB	邭
AFB	邯
CKB	邰
RGB	邱
VKB	邵
UXB	邶
QAY	邸
FFB	邽
RIB	邾
FKB	郆
QJB	郇
THB	郋
FFK	郌
KKB	郘
GKB	郚
EBB	郛
FOB	郝
UKB	部
YKB	郭
OOB	郯
BCB	郰
UAB	郱
SSB	郴
HNV	郻
AJV	郾
NHB	郿
UXE	鄁
KKF	鄂
SFB	鄄
PLB	鄆
XTY	鄉
XTR	鄕
KMB	鄖
KFL	鄙
XBH	鄳
SGS	酊
SGQ	酌
SGN	配
SGB	酏
ISG	酒
SGR	酗
SGW	酚
SGP	酡
FSG	酨
SGX	酯
SGF	酵
SGT	酷
SGE	酹
SGU	醅
SGY	醉
SGA	醋
SGJ	醒
TOS	醔
SGO	醚
SGL	醞
ATD	醫
TOI	釆
TOM	釉
TOL	釋
TGJ	重
JFC	野
JGJ	量
FIT	釐
QQQ	金
QNN	釓
QJH	釗
QSH	釘
QET	釛
WRF	釜
QFH	針
QWY	釟
QWN	釠
WQF	釡
QQY	釣
QIY	釥
QKG	釦
QKH	釧
QBG	釨
QAG	釭
QVY	釰
QCY	釵
QFG	釷
QVG	釹
QRH	釿
QCN	鈀
QYT	鈁
QPQ	鈂
QGA	鈃
QEG	鈅
QWC	鈆
QFW	鈇
QMW	鈉
QNY	鈊
QWX	鈋
QNW	鈌
QGB	鈍
QXH	鈏
QRC	鈑
QBY	鈒
QIT	鈔
QNH	鈕
QWV	鈖
QCQ	鈗
QFC	鈘
QSY	鈢
QGH	鈣
QJG	鈤
QOY	鈥
QFQ	鈨
QYY	鈫
QNX	鈮
QBM	鈯
QYM	鈰
QSK	鈳
QGM	鈵
QCK	鈶
QDG	鈷
QDC	鈸
QHC	鈹
QHN	鈻
QDM	鈽
QMG	鈾
QLG	鈿
QLH	鉀
QWE	鉁
QRW	鉄
QAN	鉅
QHK	鉆
QPX	鉈
QYX	鉉
QQN	鉋
QNT	鉍
QRG	鉑
QYG	鉒
QAF	鉗
QQT	鉚
QWF	鉜
QUG	鉝
QGN	鉞
QMD	鉠
QSG	鉢
QXY	鉧
QEK	鉫
QHG	鉬
QJY	鉵
QYW	鉸
QTK	鉻
QUA	鉼
QCT	鉾
QVE	銀
QQJ	銁
QYC	銃
QDI	銇
QWT	銋
QMM	銏
QGD	銒
QGX	銕
QQK	銘
TQG	銜
QWS	銝
QFI	銢
QVK	銣
QYE	銥
QIG	銧
QPV	銨
QDE	銪
QQC	銫
QDX	銭
QXI	銯
QAR	銰
QJF	銲
QWK	銳
QGI	銶
QIE	銷
QUX	銻
QWW	銼
QQA	銽
QAI	銾
QCE	銿
QKK	鋁
QUF	鋅
QMY	鋇
QFP	鋍
QPF	鋎
QPD	鋐
QCW	鋑
QTD	鋒
QEV	鋖
QGV	鋞
QVP	鋟
QEB	鋢
QHQ	鋧
QGE	鋪
TJQ	鋫
QDN	鋮
QDQ	鋴
QBC	鋷
QND	鋸
QJS	錁
QXG	錄
QUD	錈
QEE	錋
QRT	錍
QQE	錎
QBS	錒
QJX	錕
QVL	錙
QQV	錚
QDF	錛
QPG	錠
QDS	錡
QAA	錢
QCC	錣
QRM	錦
QPH	錧
QAL	錨
QMA	錪
QJQ	錫
QGJ	錬
QSO	錰
QVI	録
QBL	錳
QSW	錸
QHE	錹
QQG	鍂
QXX	鍇
QGL	鍊
QMN	鍋
QOA	鍍
QRF	鍎
QNK	鍏
QPL	鍕
QMJ	鍘
QWD	鍛
QJM	鍝
QHM	鍞
QJT	鍟
QDH	鍥
TOQ	鍫
QLN	鍶
QFT	鍺
QWH	鎀
QIR	鎃
QLW	鎅
QUE	鎆
QJN	鎉
QYU	鎊
QUV	鎌
QER	鎐
QPW	鎔
QIM	鎖
QUB	鎙
QJI	鎤
QRS	鎩
QUW	鎰
QTH	鎳
QCO	鎷
QPY	鎺
QVM	鎻
QMT	鎽
QHL	鏀
QVJ	鏁
QXF	鏆
QLP	鏈
QJL	鏝
QUT	鏟
QSF	鏢
QLV	鏤
LRQ	鏨
QLR	鏩
QME	鏰
QUL	鏳
QXK	鏹
QVF	鏽
QAE	鏾
QFF	鐃
QBJ	鐊
QIJ	鐋
QUS	鐏
QDU	鐐
QSJ	鐔
QAQ	鐕
QUJ	鐘
QVA	鐞
QUO	鐠
QXJ	鐨
QLQ	鐲
QFL	鐳
QFK	鐵
QLF	鐸
QFA	鐼
QFU	鐽
QEP	鑀
QFN	鑄
QGW	鑈
QAW	鑊
MMQ	鑍
QPN	鑏
QAH	鑑
QRR	鑕
QLL	鑘
QAT	鑝
QRX	鑠
QHB	鑡
QON	鑣
QJA	鑤
QQO	鑥
QPA	鑧
QHA	鑪
QWG	鑰
QYK	鑲
QBB	鑷
QHH	鑺
QSR	鑻
QLX	鑼
QTF	鑽
QNI	钃
QAU	钄
QNR	钖
QAK	钷
QKM	铞
QAD	锘
QRQ	锨
QQR	锪
QUK	锫
DEU	長
DCQ	镹
DCT	镺
DCR	镻
DCD	镽
UHN	門
UTE	閁
UGD	閂
UWI	閃
UDD	閆
UFK	閈
UFT	閉
UYE	閍
UDC	閎
USI	閑
UED	閒
UJD	間
UYI	閔
UII	閖
ULK	閘
UYM	閙
UUD	閚
UNT	閟
UYN	閡
UTK	閣
UWA	閥
UFF	閨
USD	閪
ULS	閫
UYV	閬
UWK	閱
UJJ	閶
RSU	閷
UDJ	閹
UJY	閺
UQE	閻
UQA	閽
USV	闄
UIT	闊
UGL	闌
URI	闎
UFC	闔
UUB	闕
UIP	闛
UXX	關
UMT	闝
UNB	闞
UFU	闥
BET	阞
BNF	阠
BGQ	阢
BTN	阣
BBN	阤
BIY	阥
BUF	阧
BDB	阨
BDH	阫
BYW	阬
BCQ	阭
BFQ	阮
BHG	阯
BFJ	阱
BYT	防
BQA	阺
BTH	阼
BSK	阿
BPX	陀
BHC	陂
BWF	附
BQQ	陊
BGM	陋
BDJ	陌
BTA	降
BRI	陎
BDE	陏
BVE	限
BCW	陖
BIE	陗
BGV	陘
BXX	陛
BDW	陜
BDT	陝
BHH	陟
BFH	陡
BPF	院
BLH	陣
BWG	除
BQH	陥
BUK	陪
BHD	陫
BBC	陬
BDS	陭
BWY	陰
BQO	陱
BTF	陲
BGJ	陳
BRT	陴
BFW	陵
BQR	陶
BQE	陷
BSF	陻
BFT	陼
BJG	陽
BAD	陿
BAJ	隁
BWD	隂
BJM	隅
BTG	隆
BDG	隇
BDA	隋
BRG	隍
BUV	隒
BGK	隔
BKM	隕
BWN	隖
BRQ	隗
BUW	隘
BIJ	隙
BIP	隚
BUJ	障
BVJ	隟
BEV	隠
BUT	隡
BFF	隢
BOQ	隣
BNK	隦
BUE	隧
BTM	隩
BFA	隫
BGW	隬
BYU	隮
BFN	隯
BJX	隰
BEA	隱
BIT	隲
BHA	隵
DWW	雁
DCW	雄
WYS	集
TDW	雉
WYH	雋
HXW	雌
YXT	雍
EGW	雎
TKW	雒
KJW	雖
MYA	雘
WYW	雙
YRB	離
FVF	雪
FSU	雬
FYU	雯
FYR	雱
FFC	雲
FUF	雴
FWY	零
FLF	雷
FQN	雹
FDM	需
FIS	霂
FIE	霄
FYF	霅
FTF	霆
FDF	震
FIG	霈
FFO	霊
FGV	霋
FMF	霌
FUV	霎
FHD	霏
FIX	霐
FIH	霑
FEQ	霓
FIY	霔
FSS	霖
FSH	霜
FNH	霞
FIA	霟
FEY	霡
FER	霢
FNR	霫
FAE	霰
FBT	霳
FAK	霸
FNK	霹
FMA	霻
FEJ	霾
FAP	靀
FDT	靂
FYJ	靄
FKK	靈
FID	靋
GEF	青
UGE	靖
GEE	靜
AKF	革
PVA	鞌
UJF	音
UJV	韶
UJB	韷
UJT	韸
UJR	韹
UJA	韺
UJK	韻
DMU	頁
SDM	頂
ADM	項
KDM	順
EDM	須
HDM	頉
GDM	頊
DBD	頋
WCD	頌
FCD	頍
YWD	頏
FQD	頑
WVD	頒
GBN	頓
HCD	頗
CFD	頚
PVD	頞
TKD	頟
FKD	頡
HAH	頥
QID	頫
FOD	頳
XFI	頴
TBD	頺
HHD	頻
TWD	頽
EHX	頿
WYD	顀
OOD	顃
JSD	顆
LND	顋
JGH	題
PTK	額
YDE	顏
PLD	顐
ODY	類
YNW	顧
YLK	顫
JXX	顯
GHW	颪
DYD	飆
WRN	飏
WRO	飚
NUT	飛
WYV	食
WYR	飯
WYQ	飲
WYM	餇
UFW	養
WYB	餌
HQC	餐
WYA	餞
WYL	餵
WYX	饑
QNB	饣
QNC	馂
QNJ	馃
QNS	馇
QNM	馉
QNF	馌
QNA	馓
UTH	首
TJF	香
TJW	馚
TJD	馛
TJE	馟
TJJ	馤
TJT	馥
TJP	馪
COI	馬
UCO	馮
COR	駁
COV	駋
COY	駐
VCC	駑
COQ	駒
COE	駔
EKC	駕
COK	駛
COP	駝
COM	騁
COJ	騍
COD	騎
EUD	騰
COC	騷
COO	騼
COL	騾
COS	驃
COA	驅
COF	驍
CON	驏
COT	驕
COW	驗
COB	驟
COH	驢
COU	驥
COG	驪
CGJ	驲
CGL	骃
CGC	骉
CGU	骍
CGV	骎
CGP	骔
CGW	骙
CGF	骦
MEF	骨
MEH	骳
MES	骵
MEQ	骶
MEY	骸
MET	骼
MEU	骿
MEJ	髁
MEO	髍
MEN	髎
MEL	髏
MEA	髒
MED	髓
MEM	體
MEP	髖
YKM	高
DCE	鬃
HGG	鬧
OBX	鬯
RQC	鬼
FCR	魂
TVR	魏
QOX	魮
QOJ	魯
QOD	魷
QOC	鮐
QOQ	鮑
QOW	鮒
QOP	鯇
QOM	鯛
QOB	鯫
QOV	鯽
QOR	鰉
QOK	鰐
QOL	鰓
QOE	鰩
QOS	鰾
QOF	鱈
QOO	鱗
QOG	鱷
QOH	鱸
QGS	鲄
QGG	鲆
QGT	鲊
QGR	鲌
QGF	鲼
QGY	鳊
QGC	鳋
QGO	鳙
VWV	鳩
CWV	鳮
WDH	鳳
WVW	鳻
DHW	鴀
PQW	鴆
VCW	鴑
NTW	鴓
CAW	鴘
QBW	鴛
QKW	鴝
JGW	鴠
XEW	鴢
DWV	鴣
LWV	鴨
XJW	鴲
PVW	鴳
QIW	鴵
RIW	鴸
VKW	鴽
WSW	鵂
YOW	鵉
EVW	鵎
KEW	鵑
EEW	鵬
QEW	鵮
AJW	鵲
OOW	鶑
UJW	鶕
TOW	鶖
DEW	鶘
PLW	鶤
NHW	鶥
PWY	鶴
MEW	鶻
TUW	鷑
NWE	鷚
LVW	鷜
IEX	鸂
MMW	鸎
WBQ	鸧
ALQ	鹋
VIJ	鹔
NHQ	鹛
QYN	鹱
HLO	鹹
ONJ	鹿
SWW	麥
AGM	黃
TQT	黎
TWI	黏
LFO	黑
JFO	黒
XHN	黽
FQX	黿
FCX	鼁
FFX	鼃
RIX	鼄
HND	鼎
BHN	鼐
FKU	鼓
QIF	鼗
ENU	鼠
THL	鼻
HBJ	齒
HBX	齔
HBA	齖
HBR	齗
HBH	齜
HBC	齝
HBE	齟
HBW	齡
HBQ	齣
HBV	齦
HBY	齩
HBK	齪
HBL	齫
HBD	齮
HBB	齱
HBT	齲
HBP	齳
HBU	齴
HBN	齷
HBF	齻
HBS	齼
HWB	龁
OUE	龐
TXD	龜
TTX	龝
LHK	㐃
VNB	㐇
FNB	㐊
ENB	㐍
YNB	㐎
GNB	㐏
MNB	㐕
ONB	㐘
OLN	㐣
WKG	㐰
WER	㐱
WQY	㐴
WNN	㐶
WBM	㑁
WXY	㑄
WJC	㑠
WLQ	㑩
RWU	㒵
PHU	㓀
UDG	㓈
UYC	㓍
YBK	㓙
AJH	㓚
HCJ	㓟
HKJ	㓠
VLJ	㓯
SOJ	㔄
DXB	㔫
ARH	㔸
FET	㔹
HLK	㔽
MBB	㕀
DUD	㕇
CCU	㕕
CYY	㕚
WKF	㕣
KVN	㕤
KNT	㕧
KYT	㕫
KSY	㕲
KGG	㕵
KRG	㕷
IKX	㕾
KVG	㖀
KJX	㖂
WJK	㖋
KOH	㖢
KBI	㖤
KVI	㖨
KBC	㖩
KEC	㖬
KXM	㖰
QKO	㗮
KSL	㘄
LEE	㘞
LLK	㘡
LIJ	㘤
FAL	㙹
DBJ	㚎
DDU	㚐
VDU	㚑
DSU	㚓
DQK	㚚
VVF	㚣
VOT	㚧
VLG	㚼
VQN	㚿
VRC	㛂
VOF	㛇
VSG	㛉
VWS	㛊
VRD	㛓
VMY	㛝
VDJ	㛪
VPO	㛮
VSJ	㜁
VNA	㜊
VEA	㜒
VLQ	㜛
LRV	㜞
VLV	㜢
VLM	㜥
VRX	㜰
VRR	㜱
VHH	㜹
VBF	㜽
PCU	㝊
PBJ	㝋
PQY	㝌
PPU	㝎
PNC	㝕
PTH	㝚
PAM	㝤
PFK	㝨
GNI	㝳
NCI	㞋
NBD	㞌
NCV	㞎
NUD	㞐
BHW	㞣
MWU	㞤
MBR	㞧
MBG	㞨
VMJ	㞪
MPU	㞫
NMJ	㞯
MJF	㞱
MKH	㞲
MYU	㞵
MYY	㞶
MXY	㟂
MWX	㟆
MKU	㟕
MRA	㟛
MVI	㟤
MCD	㟥
MLL	㠥
HNN	㠯
MHX	㠲
MHV	㠴
OAI	㡲
OUD	㡴
OKW	㡶
OYD	㢇
ODS	㢊
OBS	㢌
OXT	㢕
ONL	㢞
HPV	㢟
XMH	㢫
XLR	㢴
XMQ	㢷
XUM	㢼
TDY	㣕
NYU	㣺
VNU	㣽
NYT	㤃
NRC	㤆
NVI	㥆
NBK	㥛
EAV	㥯
NOG	㦠
NRX	㦡
NLX	㦬
RVT	㧅
RXN	㧈
XJT	㪄
JST	㪙
YGJ	㪯
YWY	㫃
JXB	㫐
JET	㫑
JAJ	㫒
JBF	㫗
JKQ	㫛
JBH	㫞
JQJ	㫬
JRM	㫼
JIM	㫾
JCK	㬃
JPY	㬕
JUL	㬝
JWI	㬰
SBT	㭁
SIY	㭂
SCQ	㭇
ASU	㭉
SCA	㭓
SLF	㭗
SQM	㭥
SLE	㭷
HLW	㮚
SCL	㮭
SEH	㮴
XSD	㯋
SLQ	㯮
MQW	㰞
CKQ	㰧
HSK	㱒
IWN	㲹
IAN	㲺
PIU	㲾
IOT	㲿
IAY	㳀
ILH	㳌
IYE	㳖
ISV	㴗
IBX	㶌
IUC	㶒
WOI	㶡
OVB	㶢
OXE	㶭
OEF	㷐
OYO	㷜
OMT	㷨
OBB	㸎
TFH	㸩
TKH	㸪
TRH	㸫
TCN	㸭
TMY	㸽
GCY	㺨
GHY	㺪
GDU	㺯
GVO	㻏
GBC	㻓
GLV	㻲
GLQ	㻿
DRC	㼋
LET	㽖
LWY	㽗
UFD	㽵
UNV	㽶
UPQ	㽸
URC	㽹
UMD	㾄
UHD	㾇
UQD	㾣
URH	㾷
RCU	㿝
HCV	㿪
PSL	㿾
QHD	䀏
HET	䀐
HTX	䀲
HYV	䀶
HLE	䁌
HSV	䁏
HKB	䁒
HRB	䁓
HER	䁘
HJP	䁙
HKM	䁚
HRQ	䁛
HJI	䁜
HYU	䁤
HUL	䁬
HLM	䁲
HYL	䁴
HNK	䁹
HEL	䂃
TDV	䂏
DXN	䂗
DBH	䂙
DAY	䂝
TBH	䄦
TBT	䄧
STU	䅇
UNN	䇃
UAY	䇅
UVI	䇐
TAU	䇝
TDF	䇢
TSF	䇴
TKC	䇼
TYF	䇾
TBV	䈨
EOU	䊆
OPS	䊉
OME	䊘
XVN	䊵
XHG	䊼
XSY	䊾
XMR	䋄
XVG	䋖
XOY	䋛
XND	䋧
XQG	䋮
XSV	䌁
XOV	䌅
XNR	䌌
XBB	䌰
LFJ	䍐
LSU	䍒
LOU	䍘
LLD	䍛
LRB	䍟
NGF	䍿
DNG	䎁
BEG	䎳
TOB	䎹
BRM	䎺
BVI	䎼
BPU	䏁
VIN	䏋
WEF	䏌
CEF	䏍
EXH	䏖
EIT	䏚
EGS	䏞
EQQ	䏧
EBG	䏪
EIE	䏴
EUK	䏽
EDS	䐀
EJX	䐊
EVC	䐚
EIM	䐝
EXU	䐞
ETM	䐿
ENK	䑀
ATU	䒘
AYF	䓂
AFO	䓇
ABL	䓝
ACL	䓿
AVO	䔥
ABD	䔺
AOR	䕇
TJU	䖝
JFY	䖞
JJY	䖵
JUO	䗒
JOS	䗫
SDU	䙲
PXH	䙾
YBT	䚮
YJH	䚯
YXN	䚰
YIY	䚱
YET	䚲
QYF	䚻
YRC	䛀
YLH	䛅
YMG	䛆
YVJ	䜈
ESY	䝗
EIA	䝣
JCM	䝨
MIM	䞆
MJJ	䞎
LWN	䡄
LQL	䡘
LLH	䡛
LUE	䡵
LTH	䡻
LEG	䢁
BPD	䢊
EGP	䢐
MPI	䢙
WBH	䢳
VLB	䣎
QLK	䤧
QBI	䤴
QPO	䤹
QCL	䥁
PJJ	䥌
QLC	䥯
QPE	䥱
QNG	䦀
URK	䦐
BVK	䧂
BLG	䧃
BSG	䧈
BHQ	䧋
BKE	䧎
BOV	䧜
BOG	䧤
FXC	䨎
FNF	䨒
OHD	䨾
PQD	䪴
KVW	䬭
CGK	䯄
CGB	䯅
LIW	䳴
HBM	䶡
