aaa	葡萄牙
sgx	配给
sgy	酬
sha	樝
shb	相随
shc	禁止通行
shd	棑
she	相爱
shf	榜上无名
shg	椒
shh	㰋
shi	椒江
shj	槕
shk	禁止喧哗
shl	相思
shm	相见
shn	想必
shp	想家
shq	板上钉钉
shr	相撞
shs	想想
sht	相等
shu	相间
shv	3
shw	相邻
shx	相约
shy	相交
sib	3
sig	相当于
sih	3
sik	根深叶茂
sip	想当初
siq	楼堂馆所
sir	检举揭发
sit	相当长时间
siv	桜
siw	3
six	3
sja	查勘
sjb	樶
sjc	㭴
sjf	查封
sjg	柦
sjj	橸
sjk	3
sjo	3
sjr	查看
sjs	棍棒
sjt	查处
sju	机电部
sjv	3
sjw	3
sjy	查房
skb	可耻
skc	查号台
skd	可否
ske	梋
skf	歌声
skg	桯
skh	樻
skk	歌唱
skl	3
skn	歌剧
skr	㪼
sks	可口可乐
skt	可知
skw	可信
sky	可变
slb	3
slc	3
slf	㯰
slg	椢
sli	3
slj	3
slk	3
slm	3
slo	3
slr	3
slu	3
slw	㮨
sma	欁
smc	3
smf	椆
smg	可见一斑
smj	3
smk	3
sml	3
smn	檛
smo	3
smt	3
smu	棢
smv	3
smw	梤
snb	橄
snd	木已成舟
sng	可以理解为
snh	杻
sni	杨浦
snl	3
snm	3
snn	可以避免
sno	3
snr	槢
sns	杨柳
snt	梶
snw	樛
sny	札记
sod	模糊不清
soe	3
sog	欉
soh	3
soi	3
sok	3
sol	3
som	3
son	樚
soo	橯
sos	楼板
sot	榳
sou	䙳
sov	椩
sow	櫠
spa	3
spc	3
spd	櫶
spe	䙶
spf	相安无事
spg	榁
spi	3
spm	3
spn	可视性
spo	3
spp	档案室
spq	棕色
sps	棺材
spt	㭦
spw	榕
spy	榊
sqa	桝
sqb	桞
sqd	构成
sqe	⒘
sqh	3
sqi	校外活动
sqj	3
sqk	梚
sql	㭵
sqp	3
sqs	柳树
sqt	构筑
sqv	檭
sqw	哥儿们义气
sqx	3
sqy	柳州
sra	核扩散
srb	椶
srd	棉布
srf	板块
srg	栃
srh	根据具体情况
sri	楾
srk	3
srl	橅
srn	根据以上情况
srp	棉袍
srq	格杀勿论
srr	皙
srs	核技术
srt	椑
sru	橷
srv	3
srw	板凳
srx	攀比
sry	本报讯
ssa	攀枝花
ssb	林子
ssc	3
ssd	可想而知
sse	林县
ssf	林地
ssg	植根于
ssh	根本目的
ssj	机械电子工业部
ssk	检查员
ssl	㰈
ssm	槚
ssn	机构改革
sso	林业
ssp	棾
ssq	飘飘然
ssr	根本措施
sss	森林
sst	栖息
ssu	标本兼治
ssv	根本好转
ssw	机械化
ssx	梦乡
ssy	桂林市
sta	★
stb	横向联系
std	桥面
ste	㭚
stf	梏
stg	覆灭
sth	梴
sti	桥涵
stj	椱
stk	楀
stl	桖
stn	格局
sto	本季度
stp	柉
stq	橁
str	3
stt	桥牌
stu	相得益彰
stw	可靠保证
stx	横向经济联合
sty	格调
sua	标准工资
sub	树立了
sud	西部大开发
sue	橌
suf	机关干部
sug	椚
suj	标准时间
suk	林产品
sul	极端困难
sum	3
suq	栨
sus	样机
sut	槉
suu	标新立异
suw	本次会议
sux	梯级
svb	要职
svc	櫭
svf	枠
svg	要素
svh	㯸
svi	根治
svj	樔
svl	㯿
svm	3
svp	梫
svq	覅
svr	要挟
svs	概述
svt	概算
svu	相媲美
svw	要领
svy	杒
swa	机芯
swc	机能
swd	栿
swe	3
swf	检索
swg	橙
swh	检点
swi	机油
swj	松紧
swk	松口
swl	配合默契
swm	3
swn	松懈
swo	㯷
swp	检定
swr	枪杀
sws	机械
swt	机智
swu	检阅
swv	相信群众
sww	机会
swx	哥伦比亚
swy	朳
sxa	3
sxb	3
sxc	3
sxd	㯑
sxf	×
sxg	欚
sxi	3
sxj	栺
sxm	3
sxn	楷书
sxo	3
sxq	3
sxs	木结构
sxt	3
sxu	榒
sxv	3
sxw	可比价格
sxx	橼
sxy	㭹
syc	校验
syd	西方大国
syf	极为震惊
syg	梳理
syh	3
syk	椁
syl	校园
syn	可读性
syo	〣
syp	核定
syr	樆
sys	Ⅺ
syt	核算
syu	核准
syv	桹
syw	校舍
syx	槒
syy	杭州市
taa	长葛
tab	长子
tac	3
tad	箬
tae	各区县政府
taf	长远
tag	各项事业
tah	长眠
tai	升温
taj	繁荣景象
tak	长足
tam	短期内
tan	季节性
tao	重工业
tap	长安
taq	长岛
tar	各项指标
tas	长相
tat	长处
tau	季节差价
tav	特区建设
taw	私营企业
tax	长线
tay	升高
tbd	頺
tbe	3
tbf	透露
tbg	秀丽
tbi	䇰
tbk	3
tbl	3
tbp	透视
tbr	透气
tbt	种子选手
tbu	䉌
tbw	篨
tbx	3
tby	彶
tca	微观世界
tcc	犙
tcd	知难而上
tcf	长驱直入
tcg	私事
tch	3
tcj	3
tck	䈚
tcl	3
tcm	3
tcn	很难避免
tco	3
tcp	3
tcq	3
tct	敌对行动
tcu	敌对关系
tcw	私欲
tcy	私房
tda	榘
tdb	辞职
tdc	行不通
tdd	智慧
tde	筹办
tdf	辞去
tdg	䄷
tdh	适龄
tdi	适当
tdj	适时
tdk	短路
tdl	第三国
tdm	私有财产
tdn	嵇
tdo	舕
tdp	重大突破
tdq	知名
tdr	短缺
tds	稽查
tdt	矮
tdu	知道
tdv	生态建设
tdw	适合
tdx	科研经费
tdy	长春市
tea	务工
teb	舰队
tec	䈈
ted	舦
tee	筋
tef	船坞
teg	艚
teh	盘点
tei	航海
tej	䑵
tek	船只
tel	租界
tem	舳
ten	船民
tep	航空
teq	盘锦
ter	㣊
tes	航标
tet	舴
teu	航道
tev	䅑
tew	磐
tex	徯
tey	舷
tfa	各地区
tfb	第二阶段
tfc	先驱
tfd	造成
tfe	赞助
tff	等
tfg	千万
tfh	徒
tfi	先进水平
tfj	待遇
tfk	告
tfl	特困
tfm	等同
tfn	犊
tfo	千米
tfp	迕
tfq	赞
tfr	选手
tfs	特权
tft	等等
tfu	第二次
tfw	等人
tfx	造纸
tfy	造谣
tga	策划
tgb	熏陶
tgc	行骗
tgd	生存
tge	重用
tgf	生动
tgg	行列
tgh	眚
tgi	管理水平
tgj	筻
tgk	簌
tgl	策略
tgm	牛肉
tgn	第一届
tgo	重庆
tgp	行军
tgq	生猪
tgr	重返
tgs	重要
tgt	｀
tgu	重新
tgv	牛奶
tgw	管理人员
tgx	和平统一
tgy	生育
tha	重点项目
thb	自卫
thc	特此通知
thd	篡
the	自用
thf	乍
thg	版
thh	彼此
thi	自觉
thj	牌照
thk	臭味
thl	鼾
thm	算帐
thn	延迟
tho	自燃
thp	自定
thq	自负
thr	自杀
ths	怎样
tht	怎么
thu	重点问题
thv	重点建设项目
thw	自从
thx	自费
thy	处方
tia	毛泽东思想
tib	笵
tic	箈
tid	长江三峡
tie	自治县
tif	科学考察
tig	愆
tih	箥
tii	各党派
tij	簜
tik	靠水吃水
til	科学思想
tin	科学发展
tio	惩治腐败
tip	科学社会主义
tiq	知法犯法
tir	科学技术是第一生产力
tis	很清楚
tit	科学管理
tiu	生活资料
tiv	筜
tiw	科学依据
tix	生活费用
tiy	自治州
tja	长时期
tjb	微电子
tjd	物归原主
tje	微电脑
tjf	适时地
tjg	笪
tji	复兴
tjj	馧
tjk	复员
tjl	梨园
tjn	利民
tjo	香料
tjp	各显神通
tjq	鋫
tjr	得手
tjs	复查
tjt	篮
tju	得益
tjv	利好
tjw	复位
tjx	䄿
tjy	得主
tka	各式
tkb	积聚
tkd	各厂
tke	特别助理
tkf	各地
tkg	和平
tkh	篑
tki	和尚
tkj	㓢
tkk	乐呵呵
tkl	各界
tkm	篔
tkn	各局
tko	程度
tkp	管中窥豹
tkq	积怨
tkr	积攒
tks	积木
tkt	种种
tku	特别奖
tkw	委员会
tkx	各乡
tky	和谐
tla	积累基金
tlb	衈
tlc	䆉
tld	篾
tle	稩
tlf	笽
tlg	我国政府
tli	备注
tlk	备品
tln	血性
tlp	䉚
tlq	血色
tlr	先斩后奏
tls	备查
tlt	利国利民
tlu	积累总额
tlv	籔
tlw	微软公司
tlx	血统
tly	血迹
tma	秧苗
tmb	射阳
tmd	躺
tme	身受
tmf	奥运
tmg	秞
tmh	向上
tmi	牡丹江
tmj	身影
tmk	逈
tml	行贿罪
tmm	微幅
tmn	躲避
tmo	嶴
tmp	血肉之躯
tmq	向外
tmr	身手
tms	身材
tmt	向往
tmu	向北
tmw	自由化
tmy	身旁
tna	特异功能
tnb	筷子
tnd	篡改历史
tnf	行尸走肉
tng	税收政策
tnh	稰
tni	乐清
tnk	稦
tnn	秘书
tno	物以类聚
tnp	乐安
tnr	先发制人
tnt	秘书处
tnu	复习资料
tnw	自己人
tnx	秜
tny	我以为
tod	行业垄断
tof	翻越
tog	待业青年
toh	3
toi	翻滚
toj	蝵
tol	鄱
ton	簏
too	簩
toq	鍫
tor	秋播
tot	物业管理
tou	翻新
tov	穅
tow	待业保险
tox	䵸
toy	释放
tpa	簺
tpc	3
tpd	处之泰然
tpf	航空运输
tpg	千家万户
tpi	秘密活动
tpl	㹆
tpm	3
tpn	升官发财
tpr	管护
tps	筞
tpt	各家各户
tpu	利害关系
tpw	签字仪式
tpx	秘密组织
tqa	秖
tqb	称职
tqd	自然而然
tqe	自然力
tqf	敏锐地
tqg	自然环境
tqi	衡水
tqj	臭名昭著
tqk	物品
tqn	移居
tqo	物业
tqp	身外之物
tqq	特色鲜明
tqr	物质
tqs	先锋模范
tqt	自然科学
tqu	称道
tqv	籙
tqw	称作
tqy	称谓
tra	科技工作
trb	稯
trc	我能
trd	我厂
tre	物质力量
trf	稀土
trg	篁
trh	笊
tri	科技活动
trj	千年虫
trk	箉
trl	科技园
trm	科技周
trn	选择性
trp	御寒
trq	科技馆
trr	科技扶贫
trs	选择权
trt	科技知识
tru	科技咨询
trv	3
trw	科技人员
trx	鵞
try	物质文明
tsa	重要工作
tsb	重要职责
tsc	积极参加
tsd	入木三分
tsf	＿
tsg	䄽
tsh	条目
tsj	积极影响
tsl	重要思想
tsn	物极必反
tsr	积极推进
tss	和林格尔
tst	积极稳妥地
tsu	重要问题
tsv	3
tsw	重要作用
tsx	重要经验
tsy	条文
tta	筹备工作
ttb	自我陶醉
ttc	往往能够
ttd	造船厂
tte	微笑服务
ttf	筅
ttg	笙
tth	称得上
tti	各种渠道
ttj	秭归
ttk	牺牲品
ttl	自行车
ttn	笫
tto	牧业
ttp	自我实现
ttq	簃
ttr	繁重的
tts	徇私枉法
ttt	微生物
ttu	等待着
ttv	笔录
ttw	生物化学
tty	牲畜
tua	生产工具
tud	生产成本
tue	街道办事处
tuf	乎
tug	冬天
tuh	税目
tui	生产水平
tuj	等问题
tuk	科员
tul	生产国
tun	生产性
tup	税额
tuq	简单多数
tur	生产技术
tus	简朴
tut	简称
tuu	简况
tuv	稴
tuw	各单位
tux	生产线
tuy	生产方式
tvb	3
tvc	笯
tvd	衟
tve	很受
tvg	自始至终
tvi	很小
tvj	很晚
tvk	筎
tvl	䅔
tvm	3
tvn	委屈
tvp	委实
tvq	复杂多变
tvr	委托
tvs	3
tvt	很长
tvw	委任
tvy	牣
twa	剩余劳力
twb	租赁承包
twc	答对
twd	乘风破浪
twe	复合肥料
twf	科伦坡
twg	签
twh	㹋
twi	我们党
twj	移风易俗
twk	穨
twn	自信心
two	各企业
twp	签定
twq	稳坐钓鱼台
twr	稚气
tws	复合材料
twt	徐徐
twu	答卷
twv	秎
tww	每个人
twx	租赁经营
twy	签订
txa	系统工程
txc	3
txd	造纸厂
txe	身强力壮
txf	各级干部
txg	系列
txi	每当
txj	每晚
txn	系统性
txq	自费留学
txr	敏捷
txt	鳘
txu	系统总结
txv	稍纵即逝
txw	第八
txx	系统
txy	第六
tya	往昔
tyb	稿子
tyd	知识面
tyf	行为规范
tyg	往事
tyh	种族歧视
tyi	入学
tyj	入时
tyk	犒
tyl	㣶
tym	入帐
tyn	知识性
tyo	入迷
typ	翻译家
tyq	㒱
tyr	往年
tys	自主权
tyt	䄱
tyu	入门
tyv	各族群众
tyw	入侵
tyx	知识结构
tyy	种族主义
uaa	闭幕式
uab	瓶子
uad	并有
uae	立功受奖
uaf	并进
uag	疟
uah	疨
uaj	瘼
ual	奖勤罚懒
uam	立功赎罪
uan	亲切慰问
uap	冻害
uaq	㿊
uar	并报
uas	㭍
uat	并重
uau	亲切关怀
uaw	奠基人
uay	亲切交谈
ubb	3
ubc	3
ube	塑胶
ubf	兼职教师
ubq	决出名次
ubr	3
ubt	朔
ubu	疗养
ubw	塑像
ubx	3
uby	闻讯
uca	竣工
ucd	痛感
ucf	普通老百姓
uch	3
ucj	3
uck	㾂
ucl	3
ucm	3
ucn	痛惜
uco	㵗
ucp	3
uct	总预算
ucu	闯关
ucw	普通人
ucx	3
ucy	总参谋长
uda	兰花
udb	关联
udc	并不能
udd	䦒
ude	减肥
udf	准确无误
udg	䇉
udh	瘛
udi	减少
udj	决不是
udk	辨别
udl	决不罢休
udm	关内
udn	关怀
udp	减灾
udq	前不久
udr	准确的
uds	兰西
udt	关税
udu	关闭
udv	辧
udw	减人
udx	减弱
udy	辨
uea	剪切
ued	前奏
uee	前边
uef	前者
ueg	前列
ueh	前辈
uei	头脑清醒
uej	煎
uek	前哨
uem	道貌岸然
uen	癙
uep	前额
ueq	毅然
uer	前年
ues	3
uet	前程
ueu	前头
uew	前途
uex	瘦弱
uey	并驾齐驱
ufa	辛勤
ufb	并未了结
ufc	壮观
ufd	壮大
ufe	总裁办公室
uff	装载
ufg	壮丽
ufh	阗
ufi	养活
ufj	羊城晚报
ufk	闬
ufl	装甲
ufm	闻过则喜
ufn	乧
ufo	䦝
ufp	总协定
ufq	装饰
ufr	养护
ufs	首都机场
uft	养生
ufu	壮阔
ufv	半封建半殖民地
ufw	装修
ufy	壮族
uga	病菌
ugb	盖子
ugc	美观
ugd	美
uge	着力
ugf	新天地
ugg	美丽
ugh	着眼
ugi	总政治部
ugj	羯
ugk	痘
ugl	美国
ugm	羊肉
ugn	恙
ugo	痖
ugp	判定
ugq	疠
ugr	半年
ugs	美梦
ugt	判处
ugu	鄯
ugv	美好
ugw	新一代
ugx	羊绒
ugy	病房
uhd	阒
uhe	3
uhg	㾥
uhh	亲眼目睹了
uhi	3
uhj	前些时候
uhk	站
uho	3
uhp	3
uht	站稳
uhu	闭目养神
uhw	站住
uhx	㾚
uia	冰期
uic	3
uid	竭泽而渔
uif	冰雹
uig	背水一战
uih	3
uii	痧
uij	3
uik	阔别
uip	闣
uis	冰棍
uit	资源管理
uiu	冰冻
uiv	3
uix	3
uiy	门当户对
uja	音节
ujb	阐明了
ujc	3
ujd	意在
ujf	童
ujg	韴
ujh	痩
uji	章法
ujj	竟是
ujk	韵味
ujl	意图
ujm	䦸
ujn	竭尽
ujo	意料
ujq	韵
ujr	音质
ujt	章程
uju	瘟疫
ujw	间作
ujy	童话
uka	总工
ukb	总队
ukd	冲破
uke	勏
ukf	冲动
ukg	冲击
ukh	立足点
uki	问津
ukj	总是
ukk	产品品种
ukl	总署
ukm	兼听则明
ukn	部属
ukp	总之
ukq	兑
ukr	竞技
uks	总机
ukt	部委
uku	意味着
ukw	部件
ukx	总线
uky	部族
ula	单薄
ulb	单子
ulc	3
uld	曾有
ule	单边
ulf	凙
ulg	单一
ulh	3
ulj	甑
ulk	㾝
ull	曾因
ulm	3
ulp	立国之本
ulq	减轻负担
ulr	装甲兵
uls	新思想
ult	单行
ulu	闸门
ulw	曾任
ulx	单纯
uly	单调
uma	闦
umb	3
umc	3
umg	痌
umi	憋
umj	3
uml	3
umn	瘑
ump	3
umq	3
umr	3
ums	3
umt	意见箱
umv	3
umw	意见分歧
umx	3
ung	首屈一指
unh	决非
uni	剖心沥肝
unj	3
unm	3
unn	新发展
unr	闷热
uns	3
unt	决算
unu	决意
unv	关心群众生活
unw	半导体
uny	新民主主义革命
uoa	产业基地
uob	普降
uoc	䇊
uod	总数达到
uog	产业现状
uoh	3
uoi	普法
uok	3
uom	3
uon	3
uoo	㿘
uoq	3
uot	3
uou	门庭冷落
uow	首席代表
uoy	资料齐全
upa	3
upc	3
upg	3
upl	瘒
upm	3
upn	决定性的
ups	立案查处
upv	3
upw	凝神倾听
upy	3
uqa	奖项
uqd	䦦
uqe	竞争力
uqf	净增
uqg	将于
uqi	竞争激烈
uqj	次日
uqk	装饰品
uqm	资财
uqn	竞争性
uqo	次序
uqp	次之
uqq	资金外流
uqr	[
uqs	,
uqt	¤
uqu	冶金部
uqv	
uqw	盗
uqx	3
uqy	咨询
ura	善后工作
urb	3
urd	前后左右
urf	前所未闻
urg	总的形势
url	3
uro	3
urp	3
urr	总的看来
urs	新技术革命
urt	善后处理
uru	竞技状态
urw	辩护人
urx	3
ury	间接调控
usa	亲切
usb	亲子
usd	亲戚
use	新县
usf	新城
usg	奠
usi	新潮
usj	遵照
usk	疴
usl	门可罗雀
usn	新民
usp	装机容量
usq	美术馆
usr	新年
uss	凓
ust	遵循
usu	新西兰
usv	新婚
usw	新风
usx	新乡
usy	新房
uta	疾苦
utb	亲自出马
utc	疾驰
utd	头等大事
ute	颜
utf	决策者
utg	阁下
uth	瘪
uti	产油
utj	新德里
utk	道路
utm	道德败坏
utn	意向书
uto	首府
utp	羊毛衫
utq	首钢
utr	产后
uts	首相
utt	道德
utu	疾病
utv	亷
utw	音乐会
utx	痗
uty	准备就绪
uua	辛辛苦苦
uub	新闻出版署
uud	兼并破产
uuf	道道地地
uug	瘥
uuh	3
uui	北美洲
uuj	新问题
uuk	立足
uul	新闻界
uum	3
uun	判决书
uup	立宪
uuq	㾳
uur	前前后后
uus	前首相
uut	总装备部
uuu	拳头产品
uuv	新闻媒介
uuw	新闻公报
uuy	新闻记者
uvc	3
uve	㾼
uvf	新婚夫妇
uvg	冿
uvh	3
uvj	3
uvl	3
uvm	3
uvo	鹣
uvp	㓎
uvq	3
uvs	3
uvt	兼程
uvu	剪刀差
uvv	3
uvx	3
uwa	半个世纪
uwc	新华通讯社
uwd	总体布局
uwe	站住脚
uwf	总体规划
uwg	总代理
uwh	送货上门
uwi	总体水平
uwj	闪电
uwl	冷轧
uwn	总公司
uwo	冷库
uwp	新华社讯
uwq	半个多世纪
uwr	前几年
uws	㾋
uwt	益处
uwu	疫病
uww	总价值
uwx	癈
uwy	准
uxa	总结工作
uxb	总结了
uxd	北面
uxe	单细胞
uxf	冀南
uxh	剃
uxi	慈溪
uxj	背影
uxl	凝固
uxn	新颖性
uxp	慈祥
uxt	孳生
uxu	慈善
uxv	弟妹
uxw	北伐
uxx	慈
uxy	递交
uya	闹市区
uyd	北京大学
uye	竭诚服务
uyf	普遍真理
uyg	丬
uyi	辩证法
uyj	北京电信
uyk	门路
uyl	癛
uym	新高峰
uyn	闹剧
uyo	普遍应用
uyp	决议案
uyq	总方针
uyr	普遍推行
uys	ǎ
uyt	门牌
uyu	北京站
uyv	㾿
uyw	阏
uyx	辩证统一
uyy	郑州市
vac	3
vad	婼
vae	3
vag	嬅
vah	㜮
vai	3
vak	嬿
vam	嫹
vao	3
vas	3
vat	嬞
vaw	群英会
vax	3
vba	3
vbb	㚺
vbd	好不
vbf	好过
vbg	好事
vbh	好些
vbi	奶油
vbj	3
vbk	好啦
vbm	3
vbn	好心
vbq	好久
vbr	好手
vbt	奶牛
vbw	好人
vby	好说
vca	塈
vcb	堲
vcc	娺
vcd	䫀
vce	姢
vcf	3
vcg	始于
vch	3
vcj	即日
vck	㗠
vcn	妤
vct	㛌
vcw	鴑
vcx	䋈
vcy	怒放
vdb	3
vdd	3
vde	媩
vdf	群龙无首
vdg	剥夺政治权利终身
vdh	娝
vdk	3
vdl	3
vdm	頄
vdn	娍
vdr	既有的
vds	婍
vdu	嫽
vdw	媋
vdx	3
vdy	3
vea	垦荒
veb	退职
vec	3
ved	努力克服
vef	退却
veg	恳求
vei	退学
vej	3
vem	㛵
veo	3
vep	努力实现
ver	努力推进
vet	女服务员
vev	娞
vew	退货
vey	退让
vfd	好坏不分
vff	九霄云外
vfg	九十一
vfh	嫃
vfj	歗
vfk	姞
vfl	嬻
vfo	3
vfp	㛘
vfr	好运气
vfs	寻根
vft	㛈
vfu	女干部
vfv	九十九
vfw	妋
vgc	3
vgd	建有
vge	寻死觅活
vgg	九死一生
vgh	退一步讲
vgi	建湖
vgj	娻
vgk	娕
vgl	媡
vgm	嫧
vgn	3
vgo	㶳
vgp	䢖
vgq	㜜
vgr	女青年
vgs	建档
vgt	建委
vgu	婚事新办
vgv	娙
vgw	嬭
vgy	建交
vha	虓
vhb	3
vhc	3
vhe	3
vhf	3
vhg	
vhl	3
vho	3
vhp	3
vhs	3
vhu	3
vhx	3
vic	3
vif	3
vih	妙龄
vii	肃清
vij	鹔
vim	3
vin	隶书
vip	逯
vir	剥削制度
vit	肃穆
viu	肃立
vja	3
vjc	3
vjd	如临大敌
vje	3
vjf	娨
vjg	婣
vjn	3
vjo	3
vjp	3
vjr	3
vjs	婐
vjt	3
vju	3
vjw	3
vka	如若
vkb	卲
vkc	寻呼台
vkd	如故
vkg	召开
vkh	妕
vkj	刟
vkk	孍
vkm	召见
vkn	娯
vkv	3
vkw	召集
vky	䘫
vlc	3
vle	嫐
vlf	嬕
vlg	疀
vlk	3
vll	3
vln	巡回展览
vlo	3
vls	3
vlt	3
vlu	3
vly	3
vmb	3
vmc	3
vmd	媏
vme	3
vmf	婤
vmg	姛
vmk	3
vml	3
vmn	3
vmp	3
vmq	3
vmr	3
vms	3
vmt	3
vmu	3
vmw	㜠
vmx	3
vnb	㜟
vnc	3
vnd	婮
vne	3
vng	隶属于
vnh	妞
vnj	3
vnl	3
vnm	3
vnn	姄
vno	3
vnp	3
vnq	3
vnt	刀片
vnw	妜
vob	3
voe	3
vog	3
voh	3
vol	3
vos	孊
vot	群魔乱舞
vov	嫞
voy	3
vpb	3
vpc	3
vpd	3
vpg	婝
vpj	嫇
vpk	3
vpl	婉转
vpv	召之即来
vpw	㜚
vpy	婉言
vqc	3
vqd	㜬
vqe	3
vqh	3
vqk	姳
vql	3
vqm	㛟
vqs	3
vqu	㚬
vqv	婙
vqx	3
vqy	婚恋
vra	3
vrb	3
vre	3
vrf	3
vrg	娦
vrj	3
vrk	3
vrl	杂技团
vrn	3
vro	3
vrp	3
vrs	3
vrv	3
vsc	3
vsd	3
vse	3
vsi	3
vsl	3
vsm	3
vsn	3
vst	杂牌
vsu	寻根问底
vsv	婹
vsw	婡
vsy	杂谈
vta	建筑工地
vtb	婚生子女
vtc	3
vtd	建筑面积
vtf	娱乐场所
vtg	九牛一毛
vth	娫
vti	寻衅滋事
vtj	九时
vtk	郡
vtm	㛛
vtn	九届
vto	嬏
vtq	姓氏
vtr	女选手
vtt	既得利益
vtu	㚵
vtv	妊娠
vtw	九段
vtx	娒
vty	君主
vuc	3
vue	嬘
vug	即将开始
vuh	3
vui	3
vuj	嬑
vuk	㜔
vum	3
vun	3
vuo	3
vuq	3
vus	媇
vut	妇产科
vuv	奴颜婢膝
vux	嬨
vva	㜦
vvb	妇联
vvc	3
vve	3
vvf	妇女地位
vvg	始建于
vvj	3
vvl	3
vvo	3
vvq	妇女解放
vvr	女皇
vvs	3
vvt	女生
vvu	女装
vvv	女婿
vvw	婚姻登记
vwa	退休工人
vwb	3
vwd	3
vwe	3
vwf	九八规范王码助记词
vwg	九八王码
vwh	3
vwi	㚷
vwj	群众监督
vwm	3
vwn	㛋
vwo	3
vwr	群众反应强烈
vwt	姙
vwu	群众关系
vwv	鳭
vww	退休人员
vwy	寻人启事
vxa	3
vxb	3
vxd	始终不渝
vxe	3
vxf	3
vxh	3
vxi	3
vxk	3
vxl	3
vxm	3
vxo	3
vxp	3
vxs	3
vxw	妇幼保健
vxx	蠿
vyb	3
vyc	㜵
vyd	妨碍
vyg	好说歹说
vyh	3
vyi	刄
vyj	3
vyl	㜳
vyn	建设性
vyo	3
vyp	妨害
vyr	3
vys	3
vyt	嫙
vyu	建设资金
vyv	嫏
vyw	嬢
vyx	㜻
vyy	杂交育种
waa	俴
wab	供职
wad	化工厂
wae	代办
waf	贷款
wag	代理
wah	任期目标制
wai	㑈
waj	借鉴
wak	俄共中央
wal	全世界人民
wam	傋
wan	任其发展
waq	供销
war	储蓄所
wat	供稿
wau	袋装
wav	3
waw	供货
wax	代缴
way	袋
wba	保险期限
wbb	作出了重要贡献
wbc	3
wbd	创面
wbf	作出规定
wbg	依附于
wbh	保卫战
wbk	3
wbn	怹
wbo	保险业
wbq	鸧
wbr	创制
wbs	停职检查
wbt	创利
wbu	伴随着
wbv	创始
wbw	他人
wbx	他乡
wby	风险评估
wca	公墓
wcb	公职
wcc	㒍
wcd	仅有
wce	公办
wcf	供参考
wcg	公正
wci	公海
wcl	公车
wcn	公民
wcp	公寓
wcq	毤
wcr	颂扬
wcs	枀
wct	公告
wcu	公益
wcv	3
wcw	仅仅
wcx	公费
wcy	公证
wda	做工
wdd	伟大成就
wde	优胜
wdf	全面地
wdg	佦
wdh	仹
wdi	优劣
wdj	集成电路
wdk	创历史最高水平
wdl	3
wdm	偄
wdn	优异
wdp	做客
wdq	何厚铧
wdr	伟大的
wds	全面禁止
wdt	优秀
wdu	估产
wdv	倒不如
wdw	傣
wdx	合成纤维
wdy	仗
wea	使用期
wed	使用面积
wef	倍受鼓舞
weg	作用于
weh	俘虏
wel	3
weo	3
wep	僾
wer	使用报告
wet	人力物力
weu	人力资源部
wew	八月份
wey	使用说明
wfa	佳节
wfb	传出
wfc	刽
wfd	传达
wff	传真
wfg	传来
wfh	值
wfi	畲
wfj	会晤
wfk	佶
wfl	佛教界
wfm	风雨同舟
wfn	人均收入
wfp	祭祀
wfq	值钱
wfr	传授
wfs	仲裁机构
wft	值得
wfu	人才资源
wfv	八十九
wfw	促进会
wfx	会费
wfy	会谈
wga	逾期
wgb	代表了
wgc	便能
wgd	合成
wge	逾
wgf	命运
wgg	全球
wgh	佂
wgi	俅
wgj	倒是
wgk	命
wgl	代表团
wgm	俪
wgn	全局
wgo	全数
wgp	全军
wgq	夙
wgr	便捷
wgs	斜
wgt	债务
wgu	合资
wgv	倒退
wgw	全体
wgx	途经
wgy	登记
wha	修葺
whd	侦破
whe	3
whf	悠远
whg	修正
whh	䥚
whk	侦听
whn	个性
who	修炼
whp	个案
whq	候鸟
whr	侦探
whs	候机
wht	攸
whu	修剪
whv	偼
whw	个体
whx	偨
why	企望
wia	化学工业部
wid	低消耗
wie	贪污受贿
wig	合法政府
wii	依法治市
wij	分清是非
wik	3
wim	分水岭
win	合法收入
wip	化学家
wiq	3
wir	偷梁换柱
wis	依法查处
wit	全党和全国人民
wiu	传染病
wiw	全党全国
wiy	伪劣商品
wjd	似是而非
wje	3
wjg	今明两年
wjh	敒
wjj	但是
wjn	伸展
wjp	3
wjq	偶尔
wjr	全日制
wjt	风景秀丽
wjv	3
wjw	偶像
wjx	倱
wka	保苗
wkb	保卫
wkc	俋
wkd	保有
wke	促膝
wkf	仲裁
wkg	人员素质
wkh	信口雌黄
wki	风味小吃
wkj	风吹日晒
wkk	偔
wkl	全中国
wkm	坐吃山空
wko	保底
wkp	保守
wkq	保鲜
wkr	保质
wks	煲
wkt	人员往来
wku	人口普查
wkw	保修
wky	保育
wla	俄罗斯联邦
wlb	3
wlf	侵略者
wlg	偎
wlh	侵略战争
wli	3
wlj	3
wlk	3
wll	㒦
wlm	3
wlp	候车室
wls	3
wlt	全国委员会
wlw	全国人大
wlx	贫困线
wly	贪图享受
wma	＆
wmb	登山队
wmd	①
wme	傦
wmf	登山运动
wmg	俜
wmh	凧
wmj	⒐
wmk	『
wmm	3
wmn	做贼心虚
wmo	3
wmq	⑦
wms	□
wmt	侧身
wmu	3
wmw	⑸
wmx	3
wmy	◎
wna	人民警察
wnb	人民出版社
wnc	领导能力
wnd	优异成绩
